"brims" barone, midway mobster|the capo of caps, the hitman of hats, the don of donning fashionable headwear.
clown extruder|pietra's mirthing pod boasts an output that's hilarious and impressive~a real laugh a minute.
clown extruder|the sound it makes is indescribable and unsettling, but it does make a great clown.
clowning around|the astrotorium's clown-bots are programmed to delight attendees by any means necessary.
clutch of undeath|the hand of death recognizes its own.
coal golem|"three such creatures stood burning at the crest of the hill. only seconds later, the fireball struck our front line." ~lydia, countess brellis
coal stoker|"the day is mine! i sent three such creatures against my foe, then watched as my magefire popped her soldiers like overripe spleenfruits." ~dobruk the unstable, pyromancer
coalhauler swine|nothing stops industry in ravnica~certainly not the safety of its workers.
coalition honor guard|giving little thought to their own defense, they carried the flag that united their army.
coalition victory|"you can build a perfect machine out of imperfect parts." ~urza
coalition warbrute|anger is his greatest weapon, and he sharpens it daily.
coast watcher|the aven came to fear the forest's clawing branches, but the watchers quickly renewed their courage.
coastal breach|the sea filled the villagers' nets until the day it cast its own.
coastal drake|when the kavu emerged from their ancient nests, food chains long dormant became vibrant again.
coastal hornclaw|jamuraan farmers fear three things above all else: droughts, floods, and hornclaws.
coastal piracy|"i don't like to think of myself as a pirate. i'm more like a stimulator of the local economy."
coastal tower|a beacon in the night, a dream in the fog.
coastal tower|the capashen built the highest towers in benalia to afford themselves the best view.
coastline chimera|seeing a chimera overhead foretells good fortune, but only because seeing one any closer foretells dismemberment.
coat of arms|"hup, two, three, four, dunno how to count no more."
coat of arms|"hup, two, three, four, dunno how to count no more." ~mogg march
coat of arms|a banner for bonds of blood or belief.
coat with venom|"every silumgar blade carries the blessing of our dragonlord." ~xathi the infallible
coax from the blind eternities|at nahiri's call, emrakul traversed the vast emptiness between the planes and arrived on innistrad.
cobalt golem|centuries before the first tides of the quicksilver sea rose to meet each new sun, mirrodin's light shone on the golems alone.
cobblebrute|ravnica's most ancient streets take on a life of their own. a few have decided to move to nicer neighborhoods.
cobblebrute|the most ancient streets take on a life of their own. a few have decided to move to nicer neighborhoods.
cobbled lancer|"don't worry everyone~i hear hoofbeats! the gavony riders are coming to save us!" ~adin, moorland villager
cobbled wings|flotsam held together by optimism.
cobbled wings|for the necro-alchemist, any puzzle can be solved with intelligence and harvested body parts.
codespell cleric|"today we are not beskir or tuskeri. we must fight as one clan, shoulder to shoulder, to defend our rightful home!"
coerced confession|"ask the right questions in the right way and truth is inevitable." ~lazav
coercion|"human tenderness is simply weakness in a pretty package."
coercion|"human tenderness is simply weakness in a pretty package." ~tojira, swamp queen
coercion|"of all i that i have lost, i miss my mind the most."
coercion|"there's very little that escapes me, greven. and you will escape very little if you fail." ~volrath
coercion|a rhino's bargain ~femeref expression meaning "a situation with no choices"
coercion|though he held the title of prime minister, cao cao used the emperor's name to exert his own influence on the empire.
coercive recruiter|"choose, vampire: our hat on your head, or no hat, no head."
coffin puppets|the ground won't accept them.
cogmentor|"cogs on cats / cogs on dogs / cogs on hats / and cogs on cogs." ~*song of the cogmentor*
cogwork archivist|"it's the largest library in the multiverse. of course it has the largest librarians." ~kasmina
cogwork assembler|duplication is neither thievery nor flattery. it is efficiency.
cogwork librarian|why wait for answers?
cogwork spy|paliano's creations provide ample opportunities to plot the downfall of a neighbor.
coiled tinviper|the bite of the tinviper feels most like a razor drawn across the tongue.
coiling oracle|"nature was slowly heading in the right direction, but we know how to achieve faster results." ~vorel of the hull clade
coiling oracle|members of the simic combine adapt themselves to suit whatever role they feel drawn to.
coiling oracle|snaking remnants of nature directed by a body of thought and progress, the oracles embody all that is simic.
coiling woodworm|only the elves know where the woods end and the woodworm begins.
coils of the medusa|serpentine locks shape ornate rocks.
cold snap|who knows from whence the winter comes?
coldsteel heart|the phyrexian death machine awoke, its coldsteel heart imbuing it with sinister new power.
cold~eyed selkie|she follows the old tributaries built when merrows still shaped the tides.
cold~water snapper|for generations, the inhabitants of orvada have hungered for turtle soup. for generations, the turtles have frustrated their ambitions.
colfenor, the last yew|"to reach my age, you must know when to bend with the winds and when to stand tall."
collar the culprit|"reports of gruul rioters in four districts. start with the big ones and work your way up." ~libuse, boros sergeant
collateral damage|it is much easier to create fire than to contain it.
collected company|many can stand where one would fall.
collective blessing|senators of azorius often hired agents to spy on the selesnya. they were told to record every spore and root they saw, as each could become a deadly foe.
collective unconscious|"the beasts of the wild are my senses. it is through their eyes that all knowledge shall come to me."
collective unconscious|gerrard knew little of ramos, the sky god they worshiped. but he felt the power of the chant.
collector ouphe|"he steals power from treasure after treasure, and what does it do for the ouphe? nothing." ~jhoira
collector ouphe|"so this orb i got back at spherecon 1993. it looks a lot like the '94 version but it's actually rounder."
collector protector|"here~have a mudhole."
colorful feiyi sparrow|these nimble sparrows, not often seen, delight in tricking the pangolins that wander the forest.
colos yearling|a steed grows with its rider.
colossal badger|rip through enough dirt and you'll eventually find something edible.
colossal dreadmaw|"remember when it was the most terrifying thing you'd ever seen?" ~captain lannery storm
colossal dreadmaw|if you feel the ground quake, run. if you hear its bellow, flee. if you see its teeth, it's too late.
colossal majesty|"might doesn't just build empires. it protects them." ~inti, sun empire knight
